Name,Number,Full_Name,Number_of_GenEd,Gen_Ed_1,Gen_Ed_2
PWAD,213,Air Power and Modern Warfare,0,,
PWAD,262,History of the Holocaust: The Destruction of the European Jews,1,FC-PAST or FC-POWER,
PWAD,250,Introduction to Peace and Security Studies,1,FC-GLOBAL or FC-POWER,
PWAD,101,Making Public Policy,1,FC-KNOWING,
PWAD,207,The Global Cold War,1,FC-GLOBAL,
PWAD,469,Conflict and Intervention in the Former Yugoslavia,0,,
PWAD,490,"Special Topics in Peace, War, and Defense",0,,
PWAD,289,Sounds of War and Revolution,0,,
PWAD,354,War and Gender in Movies,0,,
PWAD,268,"War, Revolution, and Culture: Trans-Atlantic Perspectives, 1750-1850",0,,
PWAD,352,The History of Intelligence Operations,0,,
PWAD,235,"Israeli Cinema: Gender, Nation, and Ethnicity",1,FC-AESTH,
PWAD,435,The Cinemas of the Middle East and North Africa,1,FC-AESTH or FC-GLOBAL,
PWAD,108,Our Energy and Climate Crises: Challenges and Opportunities,0,,
PWAD,101H,Making Public Policy,1,FC-KNOWING,
PWAD,444,Terrorism and International Peace,0,,
PWAD,393,"Internship in Peace, War, and Defense",0,,
PWAD,89,First-Year Seminar: Special Topics,0,,
PWAD,248,Guerrillas and Counterinsurgencies in Latin America,0,,
PWAD,354H,War and Gender in Movies,0,,
PWAD,331,Cracking India: Partition and Its Legacy in South Asia,1,FC-GLOBAL or FC-PAST,
PWAD,206,"War, Diplomacy, and Statecraft, 1815-1945",1,FC-PAST,
PWAD,245,"The United States and the Cold War: Origins, Development, Legacy",1,FC-GLOBAL or FC-PAST,
PWAD,251,The Thirty Years War (1618-1648): Europe in an Age of Crisis,1,FC-PAST or FC-POWER,
PWAD,432,The Crusades,0,,
PWAD,355,Terrorism and Political Violence,0,,
PWAD,283,"Freedom, Terror, and Identity:  Modern Philosophy from Kant to Arendt",0,,
PWAD,287,Strategy and International Relations,1,FC-KNOWING or FC-QUANT,
PWAD,458,International Conflict Management and Resolution,0,,
PWAD,110,Global Policy Issues,1,FC-GLOBAL or FC-KNOWING,
PWAD,430,Analysis of National Security Policy,0,,
PWAD,469H,Conflict and Intervention in the Former Yugoslavia,0,,
PWAD,486,National Security Decision Making,0,,
PWAD,462,"The Arab-Jews: Culture, Community, and Coexistence",1,FC-GLOBAL or FC-POWER,
PWAD,452,Africa and International Conflict,0,,
PWAD,220H,The Politics of Public Policy,1,FC-POWER,
PWAD,489,Empire and Diplomacy,0,,
PWAD,488,Nuclear Security in the 21st Century,0,,
PWAD,353,Intelligence Analysis: Research Methods and Writing,0,,
PWAD,356,Strategic Intelligence and International Security,0,,
PWAD,357,International Intelligence Services,0,,
PWAD,484,Critical Security Studies,1,FC-KNOWING or FC-VALUES,
PWAD,110H,Global Policy Issues,1,FC-GLOBAL or FC-KNOWING,
PWAD,235H,"Israeli Cinema: Gender, Nation, and Ethnicity",1,FC-AESTH,
PWAD,358,Cyber Security: Advanced and Persistent Threats to National Security,0,,
PWAD,425,"Beyond Hostilities: Israeli-Palestinian Exchanges and Partnerships in Film, Literature, and Music",1,FC-GLOBAL or FC-POWER,
PWAD,485,"Extremism, Terrorism, and Security in Postwar Europe",0,,
PWAD,359,Comparative History of National Intelligence Regimes,1,FC-GLOBAL or FC-PAST,
PWAD,360,The History of Warning Intelligence,0,,
PWAD,361,The History of Deception,0,,
PWAD,450,Internal and Interpersonal Conflict Management,0,,
PWAD,69,"First-Year Seminar: Wars and Veterans: Iran, Iraq, and Afghanistan",1,FC-CREATE or FC-GLOBAL,
PWAD,252H,International Organizations and Global Issues,0,,
PWAD,364,Post-Conflict and Peacebuilding,0,,
PWAD,363,Ethical Issues in Intelligence and National Security,1,FC-VALUES,
PWAD,485H,"Extremism, Terrorism, and Security in Postwar Europe",0,,
PWAD,458H,International Conflict Management and Resolution,0,,
PWAD,422H,Ancient Greek Warfare,0,,
PWAD,388,Chinese Strategic Thought: Antiquity to the Present,0,,
PWAD,427,Cold War Culture in East Asia: Transnational and Intermedial Connections,1,FC-GLOBAL or FC-VALUES,
PWAD,331H,Cracking India: Partition and Its Legacy in South Asia,1,FC-GLOBAL or FC-PAST,
PWAD,489H,Empire and Diplomacy,0,,
PWAD,459H,Trans-Atlantic Security,0,,
PWAD,483,"Conflict, Development, and U.S. Foreign Policy",1,FC-GLOBAL or FC-POWER,
PWAD,132,Modern Southeast Asia,1,FC-GLOBAL or FC-PAST,
PWAD,300,"Apology, Forgiveness, and Reconciliation - The Case of Northern Ireland",1,FC-GLOBAL,
RADI,442,Introduction to Radiologic Science,0,,
RADI,461,Radiography I,0,,
RADI,462,Radiographic Imaging I,0,,
RADI,463,Clinical Education I,0,,
RADI,471,Radiography II,0,,
RADI,472,Radiographic Imaging II,0,,
RADI,473,Clinical Education II,0,,
RADI,440,Gross Anatomy for Health Sciences,0,,
RADI,465,FOUNDATIONS IN RAD THER,0,,
RADI,432,Concepts and Perspectives in Radiologic Science,0,,
RADI,466,Abdominal Sonography,0,,
RADI,467,Ultrasound Principles and Instrumentation,0,,
RADI,474,Obstetrics and Gynecology Sonography,0,,
RADI,478,Sonographic Imaging I,0,,
RADI,479,Advanced Imaging in Sonography II,0,,
RELI,110,The Archaeology of Palestine in the New Testament Period,1,FC-KNOWING or FC-PAST,
RELI,323,Social Theory and Cultural Diversity,0,,
RELI,454,The Reformation,0,,
RELI,141,African American Religions,1,FC-POWER,
RELI,244,Gender and Sexuality in Western Christianity,1,FC-POWER or FC-VALUES,
RELI,438,"Religion, Nature, and Environment",1,FC-KNOWING or FC-VALUES,
RELI,181,Modern Muslim Societies,1,FC-GLOBAL or FC-PAST,
RELI,375,Archaeology of Cult,0,,
RELI,222,Modern Western Religious Thought,1,FC-KNOWING or FC-VALUES,
RELI,183,Asian Religions,1,FC-GLOBAL or FC-KNOWING,
RELI,121,Introduction to Religion and Culture,1,FC-KNOWING or FC-VALUES,
RELI,217,Gnosticism,1,FC-AESTH or FC-PAST,
RELI,60,First-Year Seminar: Religion and Racism,0,,
RELI,135,"Religion, Ethics, and Technology",1,FC-POWER or FC-VALUES,
RELI,445,Asian Religions in America,0,,
RELI,429,Religion and Society,0,,
RELI,239,German Culture and the Jewish Question,0,,
RELI,480,Modern Muslim Literatures,1,FC-AESTH or FC-VALUES,
RELI,236,Religious Things,1,FC-CREATE,
RELI,401,Introductory Biblical Hebrew I,0,,
RELI,338,Religion in American Law,1,FC-POWER or FC-VALUES,
RELI,325,"Religion, Magic, and Science",1,FC-KNOWING or FC-PAST,
RELI,103,Introduction to the Hebrew Bible/Old Testament Literature,1,FC-KNOWING or FC-PAST,
RELI,402,Introductory Biblical Hebrew II,0,,
RELI,342,African-American Religious Experience,0,,
RELI,201,Ancient Biblical Interpretation,1,FC-AESTH or FC-KNOWING,
RELI,395,Guided Undergraduate Research,0,,
RELI,428,Religion and Anthropology,0,,
RELI,283,"The Buddhist Tradition: India, Nepal, and Tibet",1,FC-KNOWING or FC-VALUES,
RELI,122,Introduction to Philosophical Approaches to Religion,1,FC-KNOWING or FC-VALUES,
RELI,143,Judaism in Our Time,0,,
RELI,423,"Ethnicity, Race, and Religion in America",0,,
RELI,70,First-Year Seminar: Jesus in Scholarship and Film,1,FC-KNOWING or FC-PAST,
RELI,142,Catholicism in America,1,FC-KNOWING or FC-PAST,
RELI,241,Messianic Movements in American History,0,,
RELI,69,First-Year Seminar: Gender and Sexuality in Contemporary Judaism,0,,
RELI,127,The Claims of Science and Religion,1,FC-KNOWING or FC-PAST,
RELI,117,Culture of the Ancient Near East,1,FC-KNOWING or FC-PAST,
RELI,367,The Art of Devotion in Medieval and Early Modern Europe,0,,
RELI,185,Women/Gender/Islam,1,FC-POWER or FC-VALUES,
RELI,403,Intermediate Classical Hebrew I,0,,
RELI,404,Intermediate Classical Hebrew II,0,,
RELI,106,Introduction to Early Judaism,1,FC-KNOWING or FC-PAST,
RELI,140,Religion in America,1,FC-KNOWING or FC-PAST,
RELI,284,The Buddhist Tradition: East Asia,1,FC-PAST,
RELI,287,Modern Japanese Religions,1,FC-KNOWING,
RELI,180,Introduction to Islamic Civilization,1,FC-KNOWING or FC-PAST,
RELI,243,Introduction to American Judaism,0,,
RELI,242,New Religious Movements in America,1,FC-PAST,
RELI,134,Introduction to Religious Ethics,0,,
RELI,390,Topics in the Study of Religion,0,,
RELI,208,The Birth of Christianity,1,FC-AESTH or FC-PAST,
RELI,126,"Reason, Faith, and God: Philosophy of Western Religion",1,FC-KNOWING or FC-VALUES,
RELI,104,Introduction to the New Testament,1,FC-KNOWING or FC-PAST,
RELI,161,Introduction to the History of Christian Traditions,1,FC-PAST,
RELI,207,Jesus in the Early Christian Gospels,1,FC-PAST,
RELI,65,"First-Year Seminar: Myth, Philosophy, and Science in the Ancient World",1,FC-KNOWING or FC-PAST,
RELI,196,Independent Study,0,,
RELI,409,Greek New Testament,0,,
RELI,163,Critical Issues in Western Religious Thought,0,,
RELI,425,Psychology of Religion,0,,
RELI,205,Sacrifice in the Ancient World,1,FC-GLOBAL or FC-KNOWING,
RELI,365,Studies in Christian Theologies and Theologians,1,FC-KNOWING or FC-VALUES,
RELI,424,Gender Theory and the Study of Religion,1,FC-POWER or FC-VALUES,
RELI,161H,Introduction to the History of Christian Traditions,1,FC-PAST,
RELI,109,History and Culture of Ancient Israel,1,FC-PAST,
RELI,206,Prophecy and Divination in Ancient Israel and Judah,0,,
RELI,209,Varieties of Early Christianity,1,FC-AESTH or FC-PAST,
RELI,63,First-Year Seminar: The Archaeology of Qumran and the Dead Sea Scrolls,1,FC-KNOWING or FC-PAST,
RELI,64,First-Year Seminar: Reintroducing Islam,1,FC-GLOBAL or FC-KNOWING,
RELI,240,"Religion, Literature, and the Arts in America",1,FC-AESTH or FC-PAST,
RELI,340,Liberal Tradition in American Religion,0,,
RELI,125,Heaven and Hell,1,FC-PAST or FC-VALUES,
RELI,164,"Heresy and Inquisition: Religion, Ethics, Marginalization",1,FC-PAST or FC-POWER,
RELI,366,Medieval Religious Texts,0,,
RELI,411,Advanced Akkadian,0,,
RELI,412,Ugaritic,0,,
RELI,410,Aramaic/Rabbinic Hebrew,0,,
RELI,371,Women Mystics,0,,
RELI,104H,Introduction to the New Testament,1,FC-KNOWING or FC-PAST,
RELI,140H,Religion in America,1,FC-KNOWING or FC-PAST,
RELI,101,Introduction to Religious Studies,0,,
RELI,165,Mysticism,1,FC-GLOBAL or FC-PAST,
RELI,442,History of Religion in America since 1865,0,,
RELI,105,Religions of the Greco-Roman World,0,,
RELI,240H,"Religion, Literature, and the Arts in America",1,FC-AESTH or FC-PAST,
RELI,122H,Introduction to Philosophical Approaches to Religion,1,FC-KNOWING or FC-VALUES,
RELI,184,East Asian Religions,1,FC-KNOWING,
RELI,134H,Introduction to Religious Ethics,0,,
RELI,425H,Psychology of Religion,0,,
RELI,109H,History and Culture of Ancient Israel,1,FC-PAST,
RELI,428H,Religion and Anthropology,0,,
RELI,209H,Varieties of Early Christianity,1,FC-AESTH or FC-PAST,
RELI,121H,Introduction to Religion and Culture,1,FC-KNOWING or FC-VALUES,
RELI,103H,Introduction to the Hebrew Bible/Old Testament Literature,1,FC-KNOWING or FC-PAST,
RELI,481,"Religion, Fundamentalism, and Nationalism",1,FC-GLOBAL or FC-VALUES,
RELI,126H,"Reason, Faith, and God: Philosophy of Western Religion",1,FC-KNOWING or FC-VALUES,
RELI,441,Religion in Early America,1,FC-KNOWING or FC-PAST,
RELI,206H,Prophecy and Divination in Ancient Israel and Judah,0,,
RELI,343,Religion in Modern Israel,1,FC-POWER,
RELI,166,"Ideals, Cultures, and Rituals of the University",0,,
RELI,61,"First-Year Seminar: Religion, Magic, and Science",1,FC-KNOWING or FC-POWER,
RELI,66,First-Year Seminar: Buddhism in America: From the Buddha to the Beastie Boys,0,,
RELI,235,"Place, Space, and Religion",1,FC-AESTH or FC-KNOWING,
RELI,413,Biblical Coptic and Early Egyptian Monasticism,1,FC-KNOWING or FC-PAST,
RELI,443,Evangelicalism in Contemporary America,0,,
RELI,166H,"Ideals, Cultures, and Rituals of the University",0,,
RELI,107,Introduction to Modern Judaism,0,,
RELI,444,Gender and Sexuality in Contemporary Judaism,0,,
RELI,438H,"Religion, Nature, and Environment",1,FC-KNOWING or FC-VALUES,
RELI,67,First-Year Seminar: Nature/Culture/Self-Identity: Religion in the Construction of Social Life,1,FC-KNOWING or FC-VALUES,
RELI,68,"FYS: Charisma in Religion, Science, and Poetry Studies in the Entrepreneurial Imagination",0,,
RELI,71,First-Year Seminar: The Spirit of Capitalism,0,,
RELI,72,First-Year Seminar: Apocalypse Now? Messianic Movements in America,0,,
RELI,232,Shrines and Pilgrimages,0,,
RELI,68H,"FYS: Charisma in Religion, Science, and Poetry Studies in the Entrepreneurial Imagination",0,,
RELI,73,"First-Year Seminar: From Dragons to Pokemon: Animals in Japanese Myth, Folklore, and Religion",1,FC-KNOWING,
RELI,285,The Buddhist Tradition: Southeast Asia and Sri Lanka,1,FC-KNOWING or FC-VALUES,
RELI,421,Religion and Science,1,FC-KNOWING or FC-PAST,
RELI,487,"Mountains, Pilgrimage, and Sacred Places in Japan",0,,
RELI,488,Shinto in Japanese History,1,FC-GLOBAL or FC-PAST,
RELI,218,Christianity and Islam in the Middle Ages,0,,
RELI,286,Premodern Japanese Religions,1,FC-GLOBAL or FC-PAST,
RELI,288,Chinese Religions,1,FC-GLOBAL or FC-PAST,
RELI,74,"First-Year Seminar: Person, Time, and Religious Conduct",0,,
RELI,89,First-Year Seminar: Special Topics,0,,
RELI,332,The Protestant Tradition,1,FC-PAST,
RELI,74H,"First-Year Seminar: Person, Time, and Religious Conduct",0,,
RELI,123,Introduction to Jewish Studies,1,FC-PAST or FC-VALUES,
RELI,138,Religious Freedom,1,FC-PAST or FC-VALUES,
RELI,245,Latina/o Religions in the United States-Mexico Borderlands,0,,
RELI,345,Black Atlantic Religions,1,FC-KNOWING or FC-POWER,
RELI,489,Animals in Japanese Religion,1,FC-GLOBAL or FC-KNOWING,
RELI,75,First-Year Seminar: Sacrifice and Surrender,0,,
RELI,108,Classic Jewish Texts: From Bible and Dead Sea Scrolls to Kabbalah and Hassidism,1,FC-VALUES,
RELI,446,Christian-Jewish Relations throughout the Ages,0,,
RELI,450,Sexuality in Jewish Tradition and History,1,FC-PAST or FC-VALUES,
RELI,226,Human Animals in Religion and Ethics,1,FC-KNOWING or FC-VALUES,
RELI,246,"Supernatural Encounters: Zombies, Vampires, Demons, and the Occult in the Americas",1,FC-KNOWING or FC-POWER,
RELI,162,Catholicism Today: An Introduction to the Contemporary Catholic Church,1,FC-PAST,
RELI,225,Christian Cultures,0,,
RELI,322,Theories of Religion,0,,
RELI,217H,Gnosticism,1,FC-AESTH or FC-PAST,
RELI,443H,Evangelicalism in Contemporary America,0,,
RELI,245H,Latina/o Religions in the United States-Mexico Borderlands,0,,
RELI,244H,Gender and Sexuality in Western Christianity,1,FC-POWER or FC-VALUES,
RELI,73H,"First-Year Seminar: From Dragons to Pokemon: Animals in Japanese Myth, Folklore, and Religion",1,FC-KNOWING,
RELI,76,First-Year Seminar: Money and Morality: Divining Value in Social Life,0,,
RELI,248,Introduction to American Islam,1,FC-POWER or FC-VALUES,
RELI,362,Mary in the Christian Tradition,1,FC-PAST,
RELI,381,Religions of South Asia,0,,
RELI,88,First-Year Seminar: Religion and Society in Historical Novels,0,,
RELI,211,Classical Hebrew I:  A Linguistic Introduction to the Hebrew Bible,1,FC-KNOWING or FC-PAST,
RELI,385,Modern Muslims and the Qur'an,1,FC-GLOBAL or FC-POWER,
RELI,441H,Religion in Early America,1,FC-KNOWING or FC-PAST,
RELI,151,Religion in Latin America,1,FC-GLOBAL or FC-PAST,
RELI,289,Muhammad and the Qur'an,1,FC-AESTH or FC-PAST,
RELI,485,Gender and Sexuality in Islam,1,FC-POWER,
RELI,185H,Women/Gender/Islam,1,FC-POWER or FC-VALUES,
RELI,212,Classical Hebrew II: A Linguistic Introduction to the Hebrew Bible,1,FC-AESTH or FC-PAST,
RELI,141H,African American Religions,1,FC-POWER,
RELI,165H,Mysticism,1,FC-GLOBAL or FC-PAST,
RELI,62,First-Year Seminar: A History of Heresy: Christian Dissent from the Gnostics to the Pentecostals,0,,
RELI,362H,Mary in the Christian Tradition,1,FC-PAST,
RELI,85,"First-Year Seminar: Sex, Marriage, and Family in Religion",1,FC-POWER or FC-VALUES,
RELI,102,World Religions,1,FC-KNOWING or FC-VALUES,
RELI,77,First-Year Seminar: Martyrs and Warriors: Religion and the Problem of Violence,1,FC-GLOBAL or FC-VALUES,
RELI,78,First-Year Seminar: Reading the Bible: Now and Then,1,FC-AESTH or FC-KNOWING,
RELI,266,Medieval and Renaissance Christian Cultures,1,FC-PAST or FC-VALUES,
RELI,414,Syriac,0,,
RELI,465,Monotheistic Mysticism,0,,
RELI,205H,Sacrifice in the Ancient World,1,FC-GLOBAL or FC-KNOWING,
RELI,79,First-Year Seminar: Human Animals in Religion and Ethics,0,,
RELI,352,Anthropology of Christianity,1,FC-GLOBAL or FC-KNOWING,
RELI,224,Modern Jewish Thought,1,FC-POWER or FC-VALUES,
RELI,420,Post-Holocaust Ethics and Theology,1,FC-POWER or FC-VALUES,
RELI,426,The Sacrifice of Abraham,1,FC-KNOWING or FC-VALUES,
RELI,427,Spirit Possession and Mediumship,1,FC-GLOBAL or FC-KNOWING,
RELI,382,The Story of Rama in Indian Culture--Experiential,1,FC-AESTH or FC-KNOWING,
RELI,383,The Mahabharata: Remembered and Reimagined--Experiential,1,FC-KNOWING or FC-VALUES,
RELI,345H,Black Atlantic Religions,1,FC-KNOWING or FC-POWER,
RELI,246H,"Supernatural Encounters: Zombies, Vampires, Demons, and the Occult in the Americas",1,FC-KNOWING or FC-POWER,
RELI,224H,Modern Jewish Thought,1,FC-POWER or FC-VALUES,
RELI,248H,Introduction to American Islam,1,FC-POWER or FC-VALUES,
RELI,227,Luther and the Bible,1,FC-KNOWING or FC-PAST,
RELI,233,Religion and Violence,1,FC-GLOBAL or FC-VALUES,
RELI,384,Religion and Globalization in Southeast Asia,0,,
RELI,448,Native and Christian: Indigenous Engagements with Christianity,1,FC-PAST or FC-POWER,
RELI,426H,The Sacrifice of Abraham,1,FC-KNOWING or FC-VALUES,
RELI,201H,Ancient Biblical Interpretation,1,FC-AESTH or FC-KNOWING,
RELI,80,First-Year Seminar: Religion and Writing in the Ancient World,1,FC-PAST,
RELI,386,Dance and Embodied Knowledge in the Indian Context,0,,
RELI,368,"Race, Sexuality, and Disability in the History of Western Christianity",1,FC-KNOWING or FC-POWER,
RELI,280,Hindu Gods and Goddesses,0,,
RELI,482,"Sex, Gender, and Religion in South Asia",0,,
RELI,332H,The Protestant Tradition,1,FC-PAST,
RELI,89H,First-Year Seminar: Special Topics,0,,
RELI,474,"Buddhist Meditation, Mindfulness, and Modernity",0,,
RELI,280H,Hindu Gods and Goddesses,0,,
RELI,322H,Theories of Religion,0,,
RELI,368H,"Race, Sexuality, and Disability in the History of Western Christianity",1,FC-KNOWING or FC-POWER,
RELI,430,Dimensions of Evil,1,FC-KNOWING or FC-VALUES,
RELI,420H,Post-Holocaust Ethics and Theology,1,FC-POWER or FC-VALUES,
RELI,220,Religion and Medicine,1,FC-GLOBAL or FC-VALUES,
RELI,387,"Disciplining the Body and Mind: The Martial Arts of East Asia in Religion, History, and Culture",1,FC-GLOBAL or FC-KNOWING,
RELI,114,"Early Christian Worship, Ritual, and Bodies",1,FC-GLOBAL or FC-PAST,
RELI,215,"Eastern Christian Cultures: Middle East, Asia, Africa, and Eastern Europe",1,FC-GLOBAL or FC-POWER,
RELI,263,Gender and Religion in Premodern Europe,1,FC-PAST or FC-POWER,
RELI,263H,Gender and Religion in Premodern Europe,1,FC-PAST or FC-POWER,
RELI,270,Religion in Western Europe,1,FC-PAST,
RELI,314,Memory and the Historical Jesus,1,FC-KNOWING or FC-PAST,
RELI,314H,Memory and the Historical Jesus,1,FC-KNOWING or FC-PAST,
RELI,350,Islamic and Jewish Legal Systems,0,,
RELI,315,"Religious Frauds: Lies, Forgeries, and Fake News",0,,
RELI,247,"Uncertain Truths: Conspiracy Theories, Aliens, and Secret Societies in America",0,,
RELI,167,Global Christianity,1,FC-GLOBAL or FC-PAST,
RELI,270H,Religion in Western Europe,1,FC-PAST,
RELI,315H,"Religious Frauds: Lies, Forgeries, and Fake News",0,,
RELI,279,"Islamic Law, Ethics, and Practice",1,FC-GLOBAL or FC-KNOWING,
RELI,486,Islam and Feminism/Islamic Feminism,1,FC-GLOBAL or FC-POWER,
RELI,324,Religion and the Human: Interrogating Individuality,1,FC-KNOWING or FC-VALUES,
RELI,220H,Religion and Medicine,1,FC-GLOBAL or FC-VALUES,
RELI,87,First-Year Seminar: Confessions,1,FC-AESTH or FC-KNOWING,
RELI,130,Religion and Popular Culture,1,FC-KNOWING or FC-PAST,
RELI,132,Religion and Global Justice,1,FC-GLOBAL or FC-VALUES,
RELI,452,Documenting Religion,1,FC-KNOWING or FC-POWER,
ROML,89,First-Year Seminar: Special Topics,0,,
ROML,229,Literature in the Romance Languages,0,,
ROML,51,First-Year Seminar: National and Cultural Identities in the Romance Areas,0,,
ROML,280,Social Theory and Cultural Diversity,0,,
ROML,50,First-Year Seminar: The Art and Science of Language: Orality and Literacy in the Information Age,0,,
ROML,51H,First-Year Seminar: National and Cultural Identities in the Romance Areas,0,,
ROML,52,First-Year Seminar: The Value of Language in Identity: Hispanics in the United States,0,,
ROML,53,First-Year Seminar: Oral Histories of Our Local Hispanic Community,0,,
ROML,54,First-Year Seminar: Issues in Francophone Literature,0,,
ROML,55,First-Year Seminar: Writing with an Accent: Latino Literature and Culture,0,,
ROML,55H,First-Year Seminar: Writing with an Accent: Latino Literature and Culture,0,,
ROML,56,First-Year Seminar: Italians in Search of Harmony,0,,
ROML,58,First-Year Seminar: Mexican Women across Borders and Genres,0,,
ROML,60,"First-Year Seminar: Spanish and Entrepreneurship: Language, Culture, and North Carolina Communities",0,,
ROML,229H,Literature in the Romance Languages,0,,
ROML,500,Research Methods for Romance Languages and European Studies,0,,
ROML,61,First-Year Seminar: Language in Autism and Developmental Disorders,0,,
ROML,62,First-Year Seminar: What Happened to Latin?,0,,
ROML,89H,First-Year Seminar: Special Topics,0,,
ROML,293,Internship in Romance Studies,0,,
ROML,194,Service Learning in Romance Studies,0,,
ROML,490,Special Topics in Romance Studies and Languages,0,,
ROML,295,"Research, Creativity, and Innovation in the Humanities",0,,
ROML,295H,"Research, Creativity, and Innovation in the Humanities",0,,
ROML,63,"First Year Seminar: Forging Alliances: Religion, War, and Cultural Transference on the Camino",1,FC-GLOBAL or FC-PAST,
ROML,71,"First-Year Seminar: Asia in Iberian Converso Literature, 1500s-1650s",0,,
ROML,461,Romanian I,0,,
ROML,462,Romanian II,0,,
RUSS,101,Basic Russian Communication I,0,,
RUSS,102,Basic Russian Communication II,0,,
RUSS,203,Intermediate Russian Communication I,0,,
RUSS,204,Intermediate Russian Communication II,0,,
RUSS,270,Crimes and Punishments: Russian Literature of the 19th Century,1,FC-AESTH or FC-PAST,
RUSS,479,Tolstoy,0,,
RUSS,279,Sunstrokes in Dark Alleys: Russian Short Stories,1,FC-AESTH or FC-PAST,
RUSS,471,Gogol,0,,
RUSS,277,"Love, Sex, and Marriage in Soviet Culture",0,,
RUSS,415,Introduction to Russian Literature,1,FC-AESTH,
RUSS,464,Dostoevsky,1,FC-AESTH or FC-PAST,
RUSS,465,Chekhov,1,FC-AESTH or FC-PAST,
RUSS,411,"Advanced Communication, Conversation, and Composition in Contemporary Standard Russian I",0,,
RUSS,296,Selected Readings in Russian,0,,
RUSS,275,Russian Fairy Tale,0,,
RUSS,412,"Advanced Communication, Conversation, and Composition in Contemporary Standard Russian II",0,,
RUSS,490,Topics in Russian Culture,0,,
RUSS,486,"Exploration of Russian ""Women's Prose"" and Svetlana Alexievich (Nobel Prize in Literature 2015)",1,FC-AESTH or FC-GLOBAL,
RUSS,469,Bulgakov,0,,
RUSS,477,"Wicked Desire: Vladimir Nabokov, Lolita, on Page and Screen",1,FC-AESTH,
RUSS,282,Russian Literature in World Cinema,0,,
RUSS,276,Mystery and Suspense in Russian Literature,1,FC-AESTH,
RUSS,450,"The Russian Absurd: Text, Stage, Screen",0,,
RUSS,445,19th Century Russian Literature and Culture,1,FC-AESTH or FC-PAST,
RUSS,409,"Intermediate-to-Advanced Russian Communication, Conversation, and Composition in Context I",0,,
RUSS,410,"Intermediate-to-Advanced Russian Communication, Conversation, and Composition in Context II",1,FC-GLOBAL,
RUSS,455,20th-Century Russian Literature and Culture,1,FC-KNOWING,
RUSS,278,Russian and Soviet Science Fiction,0,,
RUSS,280,"Russian Villains, Western Screens: Ethno-Cultural Stereotypes on Page and Stage, in Movies and Minds",1,FC-AESTH or FC-GLOBAL,
RUSS,480,Russian-Soviet Jewish Culture: Lofty Dreams and Stark Realities,1,FC-GLOBAL or FC-PAST,
RUSS,480H,Russian-Soviet Jewish Culture: Lofty Dreams and Stark Realities,1,FC-GLOBAL or FC-PAST,
SLAV,250,Introduction to Non-Russian Slavic/East European Culture,0,,
SLAV,490,Topics in Slavic Culture,0,,
SLAV,296,Directed Readings in a Slavic Language,0,,
SLAV,248,Childhood and Adolescence in Slavic Literature,0,,
SLAV,469,Coming to America: The Slavic Immigrant Experience in Literature,0,,
SLAV,248H,Childhood and Adolescence in Slavic Literature,0,,
SLAV,464,Imagined Jews: Jewish Themes in Polish and Russian Literature,0,,
SLAV,470,20th-Century Russian and Polish Theater,0,,
SLAV,86,First-Year Seminar: Literature and Madness,0,,
SLAV,277,"Songs of Liberty, Light, and Resilience: Ukrainian Literature Today",1,FC-AESTH,
SOCI,252,Data Analysis,1,FC-QUANT,
SOCI,251,Research Methods,1,FC-QUANT,
SOCI,101,Sociological Perspectives,1,FC-POWER,
SOCI,56,First-Year Seminar: Citizenship,0,,
SOCI,53,First-Year Seminar: The Consequences of Welfare Reform and Prospects for the Future,0,,
SOCI,422,Sociology of Mental Health and Illness,1,FC-POWER,
SOCI,468,United States Poverty and Public Policy,0,,
SOCI,425,"Family and Society, Junior/Senior Section",0,,
SOCI,133,Sociology of Politics,0,,
SOCI,54,"First-Year Seminar: Good Jobs, Bad Jobs, No Jobs: Work and Workers in 21st-Century America",0,,
SOCI,290,Special Topics in Sociology,0,,
SOCI,429,Religion and Society,0,,
SOCI,469,Health and Society,0,,
SOCI,445,Sociology of Emotions,0,,
SOCI,390,Sociological Analysis: Special Topics,0,,
SOCI,396,Independent Study and Reading,0,,
SOCI,420,Political Sociology,0,,
SOCI,411,Social Movements,0,,
SOCI,415,Economy and Society,0,,
SOCI,410,Formal Organizations and Bureaucracy,1,FC-POWER,
SOCI,260,Crisis and Change in Russia and Eastern Europe,1,FC-GLOBAL,
SOCI,273,"Social and Economic Justice, Experiential Education",0,,
SOCI,64,First-Year Seminar: Equality of Educational Opportunity Then and Now,0,,
SOCI,131,Social Relations in the Workplace,0,,
SOCI,111,Human Societies,0,,
SOCI,112,Social Interaction,0,,
SOCI,121,Population Problems,0,,
SOCI,122,Race and Ethnicity,1,FC-PAST or FC-POWER,
SOCI,123,Crime and Delinquency,0,,
SOCI,124,Sex and Gender in Society,1,FC-KNOWING or FC-POWER,
SOCI,130,Family and Society,0,,
SOCI,250,Sociological Theory,1,FC-KNOWING,
SOCI,412,Social Stratification,0,,
SOCI,414,The City and Urbanization,0,,
SOCI,423,"Sociology of Education, Experiential Education",0,,
SOCI,424,Law and Society,0,,
SOCI,431,Aging,0,,
SOCI,450,Theory and Problems of Developing Societies,0,,
SOCI,460,Contemporary Social Theory,0,,
SOCI,101H,Sociological Perspectives,1,FC-POWER,
SOCI,427,The Labor Force,1,FC-POWER,
SOCI,444,"Race, Class, and Gender",0,,
